Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,xG,npxG,xAG,Sh,SoT,SoT%,G/Sh,G/SoT,G-xG,Cmp%,KP,PrgP,PrgC,Tkl,TklW,Int,Clr,Touches,Carries,Succ%,Recov
Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,29,1,1,54,0.6,0,0,0,0.1,0.1,0.3,2,2,100.0,0.0,0.0,-0.1,85.0,3,2,2,2,0,0,0,25,20,0.0,2
Federico Barba,it ITA,DF,Como,it Serie A,30,7,5,431,4.8,0,0,0,0.2,0.2,0.0,2,1,50.0,0.0,0.0,-0.2,88.4,0,25,5,2,2,4,15,320,201,,19
Valentín Barco,ar ARG,"DF,FW",Sevilla,es La Liga,20,7,3,288,3.2,0,0,0,0.3,0.3,0.6,7,0,0.0,0.0,,-0.3,72.8,6,13,4,15,9,2,5,236,124,23.1,16
Valentín Barco,ar ARG,"MF,DF",Strasbourg,fr Ligue 1,20,14,14,1157,12.9,0,2,2,0.5,0.5,1.5,10,1,10.0,0.0,0.0,-0.5,82.9,8,64,20,36,22,13,28,928,513,45.0,79
Bradley Barcola,fr FRA,FW,Paris S-G,fr Ligue 1,21,34,27,2181,24.2,14,10,24,13.4,13.4,10.1,74,38,51.4,0.19,0.37,0.6,81.7,50,96,137,27,17,19,12,1278,855,24.8,67
Melvin Bard,fr FRA,"DF,MF",Nice,fr Ligue 1,23,24,22,1938,21.5,2,1,3,2.2,2.2,1.9,23,8,34.8,0.09,0.25,-0.2,77.4,15,88,53,53,36,29,60,1436,778,44.9,124
Nicolò Barella,it ITA,MF,Inter,it Serie A,27,32,28,2456,27.3,3,6,9,2.2,2.2,4.5,42,9,21.4,0.07,0.33,0.8,82.1,55,235,63,50,31,12,16,2064,1393,40.4,165
Gabriel Bares,ch SUI,"MF,DF",Montpellier,fr Ligue 1,23,6,0,56,0.6,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,85.0,0,3,1,2,2,1,3,49,27,50.0,1
Borna Barišić,hr CRO,DF,Leganés,es La Liga,31,1,1,9,0.1,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,75.0,0,0,0,0,0,0,0,4,2,,0
Téo Barisic,fr FRA,DF,Lyon,fr Ligue 1,19,1,0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,100.0,0,0,0,0,0,0,1,2,1,,0
Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,27,15,3,315,3.5,0,1,1,0.2,0.2,1.2,4,1,25.0,0.0,0.0,-0.2,64.9,10,4,22,5,4,3,4,167,102,43.8,10
Ross Barkley,eng ENG,MF,Aston Villa,eng Premier League,30,20,3,581,6.5,3,1,4,1.8,1.8,0.6,16,5,31.3,0.19,0.6,1.2,85.3,9,36,15,14,3,10,5,464,277,75.0,43
Aymen Barkok,ma MAR,MF,Mainz 05,de Bundesliga,26,4,0,73,0.8,0,0,0,0.0,0.0,0.1,0,0,,,,0.0,70.3,1,5,2,2,1,2,0,47,22,0.0,4
Harvey Barnes,eng ENG,FW,Newcastle Utd,eng Premier League,26,33,17,1755,19.5,9,4,13,7.2,7.2,4.0,63,20,31.7,0.14,0.45,1.8,78.1,26,83,93,16,9,6,15,810,561,37.5,55
Enzo Barrenechea,ar ARG,MF,Valencia,es La Liga,23,30,26,2191,24.3,1,2,3,1.3,1.3,0.9,16,3,18.8,0.06,0.33,-0.3,86.5,15,126,21,57,30,28,48,1601,762,35.5,117
Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,es La Liga,22,30,14,1263,14.0,1,3,4,1.6,1.6,1.9,25,8,32.0,0.04,0.13,-0.6,70.9,16,48,43,26,19,11,16,751,470,37.7,88
Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,21,31,28,2330,25.9,1,4,5,1.3,1.3,2.4,29,8,27.6,0.03,0.13,-0.3,86.0,26,142,29,46,26,34,33,1784,1119,59.5,131
Thierno Barry,fr FRA,FW,Villarreal,es La Liga,21,35,25,2323,25.8,11,4,15,12.5,11.7,2.9,71,24,33.8,0.14,0.42,-1.5,62.0,23,27,44,11,8,0,19,624,347,36.0,36
Davide Bartesaghi,it ITA,DF,Milan,it Serie A,18,4,1,118,1.3,0,0,0,0.0,0.0,0.1,1,1,100.0,0.0,0.0,0.0,85.5,2,2,2,4,2,3,1,89,55,0.0,2
Marc Bartra,es ESP,DF,Betis,es La Liga,33,25,23,2099,23.3,2,1,3,1.2,1.2,0.2,18,5,27.8,0.11,0.4,0.8,81.3,4,68,7,33,19,33,148,1483,804,46.7,88
Federico Baschirotto,it ITA,DF,Lecce,it Serie A,27,38,38,3420,38.0,2,0,2,1.2,1.2,0.2,22,8,36.4,0.09,0.25,0.8,86.2,4,71,13,37,25,23,237,2043,940,80.0,93
Daniele Baselli,it ITA,MF,Como,it Serie A,32,2,1,22,0.2,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,88.9,0,4,2,0,0,1,1,31,22,,0
Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,24,35,34,3074,34.2,1,0,1,1.0,1.0,0.1,14,4,28.6,0.07,0.25,0.0,89.7,3,116,39,54,34,20,118,2463,1571,45.5,168
Aboubacar Bassinga,ci CIV,MF,Las Palmas,es La Liga,19,1,0,4,0.0,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,50.0,0,0,0,0,0,0,0,4,3,,0
Alessandro Bastoni,it ITA,DF,Inter,it Serie A,25,32,30,2333,25.9,1,5,6,0.8,0.8,2.3,12,2,16.7,0.08,0.5,0.2,88.4,27,162,62,46,23,21,52,2446,1633,43.8,96
Michy Batshuayi,be BEL,FW,Eint Frankfurt,de Bundesliga,30,10,3,300,3.3,3,0,3,1.2,1.2,0.0,5,3,60.0,0.6,1.0,1.8,80.3,1,8,3,1,1,1,0,101,60,28.6,10
Dylan Batubinsika,cd COD,DF,Saint-Étienne,fr Ligue 1,28,25,22,2016,22.4,1,0,1,0.8,0.8,0.2,7,2,28.6,0.14,0.5,0.2,91.4,4,51,11,26,13,39,140,1476,790,66.7,76
Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,24,11,8,658,7.3,0,0,0,0.2,0.2,0.1,1,1,100.0,0.0,0.0,-0.2,80.9,2,30,4,14,8,6,35,422,216,,20
Christoph Baumgartner,at AUT,MF,RB Leipzig,de Bundesliga,24,31,18,1610,17.9,2,1,3,4.5,4.5,1.3,39,15,38.5,0.05,0.13,-2.5,68.2,20,53,37,44,28,12,24,910,438,40.5,86
Rafael Bauza,es ESP,MF,Espanyol,es La Liga,19,5,2,183,2.0,0,0,0,0.1,0.1,0.0,3,0,0.0,0.0,,-0.1,85.2,0,7,1,5,3,0,5,74,37,50.0,4
Ihlas Bebou,tg TOG,MF,Hoffenheim,de Bundesliga,30,1,0,9,0.1,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,50.0,0,0,0,0,0,0,0,5,4,,0
Adrian Beck,de GER,"MF,FW",Heidenheim,de Bundesliga,27,32,18,1598,17.8,4,1,5,3.3,3.3,1.2,39,13,33.3,0.1,0.31,0.7,80.1,21,69,37,36,17,9,17,962,553,53.3,131
Sheraldo Becker,sr SUR,"FW,MF",Real Sociedad,es La Liga,29,22,11,995,11.1,2,1,3,2.0,2.0,2.0,22,13,59.1,0.09,0.15,0.0,63.9,8,23,51,3,2,1,10,384,242,36.4,30
Timo Becker,de GER,DF,Holstein Kiel,de Bundesliga,27,30,28,2445,27.2,0,2,2,1.4,1.4,0.8,17,4,23.5,0.0,0.0,-1.4,77.4,6,57,28,53,33,17,110,1325,588,46.2,98
Jan Bednarek,pl POL,DF,Southampton,eng Premier League,28,30,30,2531,28.1,2,0,2,0.7,0.7,0.5,5,2,40.0,0.4,1.0,1.3,92.7,5,60,5,36,19,56,190,2049,1046,100.0,106
Donny van de Beek,nl NED,MF,Girona,es La Liga,27,26,16,1421,15.8,2,2,4,1.5,1.5,3.2,18,5,27.8,0.11,0.4,0.5,81.7,18,45,17,29,18,10,12,580,281,46.2,48
Kevin Behrens,de GER,FW,Wolfsburg,de Bundesliga,33,18,0,170,1.9,1,0,1,2.3,2.3,0.1,9,3,33.3,0.11,0.33,-1.3,60.8,2,4,2,1,1,1,2,106,41,0.0,9
Maximilian Beier,de GER,"FW,MF",Dortmund,de Bundesliga,21,29,17,1591,17.7,8,5,13,7.7,7.7,3.3,42,13,31.0,0.19,0.62,0.3,70.5,24,33,24,25,16,7,14,618,338,43.1,49
Luken Beitia,es ESP,DF,Real Sociedad,es La Liga,20,1,0,8,0.1,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,100.0,0,0,0,1,1,0,2,7,6,,1
Ismael Bekhoucha,ma MAR,"MF,DF",Getafe,es La Liga,19,5,0,69,0.8,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,70.8,0,1,1,1,1,2,2,35,16,66.7,6
Reda Belahyane,ma MAR,MF,Hellas Verona,it Serie A,20,22,17,1658,18.4,0,2,2,0.2,0.2,1.0,6,2,33.3,0.0,0.0,-0.2,83.7,16,73,22,36,26,10,22,884,551,63.5,109
Reda Belahyane,ma MAR,MF,Lazio,it Serie A,20,6,1,198,2.2,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,90.4,0,10,4,8,6,1,5,118,76,50.0,13
Haris Belkebla,dz ALG,MF,Angers,fr Ligue 1,30,22,21,1792,19.9,0,1,1,0.1,0.1,0.9,3,0,0.0,0.0,,-0.1,87.6,5,69,8,56,38,35,46,1064,558,40.9,90
Yassin Belkhdim,fr FRA,MF,Angers,fr Ligue 1,22,29,16,1523,16.9,1,1,2,0.8,0.8,0.6,9,5,55.6,0.11,0.2,0.2,80.9,5,37,17,53,27,21,41,702,343,13.3,74
Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,32,18,15,1436,16.0,0,1,1,0.8,0.8,1.0,12,3,25.0,0.0,0.0,-0.8,78.6,5,38,8,22,12,28,107,952,415,33.3,65
Armel Bella Kotchap,de GER,DF,Southampton,eng Premier League,22,4,2,331,3.7,0,0,0,0.3,0.3,0.0,1,0,0.0,0.0,,-0.3,90.2,0,5,0,7,5,5,21,263,186,0.0,19
Raoul Bellanova,it ITA,DF,Torino,it Serie A,24,1,1,87,1.0,0,0,0,0.0,0.0,0.1,1,0,0.0,0.0,,0.0,72.1,1,0,4,0,0,0,4,51,34,0.0,4
Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,24,34,27,2402,26.7,0,9,9,1.1,1.1,4.7,18,5,27.8,0.0,0.0,-1.1,77.3,34,87,83,24,14,18,45,1469,822,43.8,117
Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,eng Premier League,26,35,20,1677,18.6,2,7,9,1.5,1.5,3.8,22,5,22.7,0.09,0.4,0.5,79.3,27,43,52,39,24,10,18,843,528,23.0,62
Héctor Bellerín,es ESP,DF,Betis,es La Liga,29,9,6,580,6.4,0,2,2,0.2,0.2,2.0,1,1,100.0,0.0,0.0,-0.2,82.3,8,24,3,13,7,6,21,384,212,75.0,13
Jude Bellingham,eng ENG,MF,Real Madrid,es La Liga,21,31,29,2488,27.6,9,8,17,11.4,9.9,3.9,60,22,36.7,0.13,0.36,-2.4,86.1,42,199,74,61,33,28,23,1881,1229,54.7,97
Jeanuël Belocian,fr FRA,"DF,MF",Leverkusen,de Bundesliga,19,5,1,68,0.8,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,85.0,0,3,0,1,1,0,2,44,16,100.0,2
Andrea Belotti,it ITA,FW,Como,it Serie A,30,18,7,593,6.6,2,0,2,2.5,2.5,0.4,19,3,15.8,0.11,0.67,-0.5,75.0,7,9,9,7,5,1,8,185,106,33.3,17
Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,25,34,29,2421,26.9,2,1,3,1.0,1.0,1.8,23,4,17.4,0.09,0.5,1.0,88.6,15,152,28,50,35,26,34,1711,951,52.6,119
Lucas Beltrán,ar ARG,"FW,MF",Fiorentina,it Serie A,23,32,20,1864,20.7,5,4,9,5.4,3.1,3.0,26,6,23.1,0.12,0.5,-0.4,77.7,29,64,23,23,10,5,14,791,468,50.0,59
Eliesse Ben Seghir,ma MAR,"MF,FW",Monaco,fr Ligue 1,19,33,19,1750,19.4,6,3,9,5.5,4.1,5.2,58,19,32.8,0.07,0.21,0.5,79.3,33,122,85,31,22,13,4,1244,843,36.5,86
Carlos Benavídez,uy URU,MF,Alavés,es La Liga,26,18,6,487,5.4,1,1,2,0.3,0.3,0.6,5,2,40.0,0.2,0.5,0.7,69.4,3,26,4,19,14,8,14,292,147,66.7,32
Adrian Benedyczak,pl POL,"FW,MF",Parma,it Serie A,23,9,2,214,2.4,0,0,0,0.3,0.3,0.1,3,0,0.0,0.0,,-0.3,67.3,2,3,3,0,0,0,8,79,44,0.0,3
László Bénes,sk SVK,"MF,FW",Union Berlin,de Bundesliga,26,23,3,589,6.5,2,1,3,0.9,0.9,1.0,19,7,36.8,0.11,0.29,1.1,67.6,19,28,6,2,2,3,9,400,207,20.0,32
Iker Benito,es ESP,"FW,MF",Osasuna,es La Liga,21,2,0,37,0.4,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,69.2,1,0,2,0,0,1,2,18,8,0.0,3
Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,26,6,4,300,3.3,0,0,0,0.1,0.1,0.1,3,2,66.7,0.0,0.0,-0.1,89.1,4,23,8,5,4,3,1,249,156,90.0,17
Ismaël Bennacer,dz ALG,MF,Marseille,fr Ligue 1,26,12,8,646,7.2,0,2,2,0.1,0.1,1.8,3,0,0.0,0.0,,-0.1,91.0,13,72,14,21,10,10,2,870,552,63.6,50
Saïd Benrahma,dz ALG,"FW,MF",Lyon,fr Ligue 1,28,13,9,735,8.2,1,3,4,2.0,2.0,2.1,17,4,23.5,0.06,0.25,-1.0,72.1,14,32,41,9,5,3,2,447,286,27.6,32
Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,29,31,23,2022,22.5,1,6,7,1.3,1.3,3.2,20,2,10.0,0.05,0.5,-0.3,86.1,15,128,26,51,25,33,86,1766,941,27.8,100
Nabil Bentaleb,dz ALG,MF,Lille,fr Ligue 1,29,10,3,329,3.7,1,0,1,0.7,0.7,0.0,5,1,20.0,0.2,1.0,0.3,86.1,1,23,2,4,3,5,7,277,130,,20
Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,27,26,21,1645,18.3,2,0,2,1.3,1.3,0.4,22,5,22.7,0.09,0.4,0.7,87.9,10,100,28,40,22,40,38,1302,764,47.4,121
Lucas Beraldo,br BRA,DF,Paris S-G,fr Ligue 1,20,25,22,2011,22.3,1,0,1,0.9,0.9,0.4,12,4,33.3,0.08,0.25,0.1,94.4,8,131,9,38,31,21,63,2314,1395,100.0,115
Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,34,30,22,2044,22.7,0,2,2,0.6,0.6,2.2,16,4,25.0,0.0,0.0,-0.6,84.0,18,161,43,33,21,27,72,1631,775,37.5,121
Álex Berenguer,es ESP,"FW,MF",Athletic Club,es La Liga,29,36,28,2339,26.0,6,7,13,6.8,6.0,5.0,51,18,35.3,0.12,0.33,-0.8,65.8,46,78,65,32,16,10,18,1250,643,40.2,113
Sander Berge,no NOR,MF,Fulham,eng Premier League,26,31,26,2224,24.7,0,0,0,0.4,0.4,0.6,3,1,33.3,0.0,0.0,-0.4,91.5,18,124,29,50,30,21,38,1384,804,55.0,126
Lucas Bergvall,se SWE,MF,Tottenham,eng Premier League,18,27,11,1212,13.5,0,1,1,0.7,0.7,0.6,12,2,16.7,0.0,0.0,-0.7,87.4,11,49,33,39,19,24,22,885,531,46.7,73
Medon Berisha,al ALB,MF,Lecce,it Serie A,20,17,7,716,8.0,0,1,1,0.7,0.7,0.6,24,6,25.0,0.0,0.0,-0.7,78.0,11,42,13,12,8,11,5,486,279,33.3,36
Mergim Berisha,de GER,"FW,MF",Hoffenheim,de Bundesliga,26,11,3,333,3.7,1,1,2,1.0,1.0,1.0,11,3,27.3,0.09,0.33,0.0,69.6,3,7,2,3,3,0,3,93,60,37.5,10
Mergim Berisha,de GER,FW,Augsburg,de Bundesliga,26,2,0,40,0.4,0,0,0,0.2,0.2,0.0,3,1,33.3,0.0,0.0,-0.2,66.7,0,0,2,1,0,0,0,18,11,,1
Adrian Bernabe,es ESP,MF,Parma,it Serie A,23,21,18,1453,16.1,1,1,2,1.3,1.3,1.1,27,5,18.5,0.04,0.2,-0.3,83.6,22,115,37,29,18,7,26,1140,738,45.5,72
Marc Bernal,es ESP,MF,Barcelona,es La Liga,17,3,3,242,2.7,0,0,0,0.1,0.1,0.0,2,1,50.0,0.0,0.0,-0.1,92.5,1,8,0,8,6,1,4,184,97,66.7,9
Bernardo,br BRA,DF,Bochum,de Bundesliga,29,21,19,1782,19.8,0,0,0,0.7,0.7,0.7,8,2,25.0,0.0,0.0,-0.7,73.7,4,100,14,46,28,26,103,1249,630,60.0,83
Juan Bernat,es ESP,"DF,MF",Villarreal,es La Liga,31,10,1,212,2.4,0,1,1,0.3,0.3,0.4,2,1,50.0,0.0,0.0,-0.3,77.7,4,8,4,9,7,1,4,160,83,37.5,13
Juan Bernat,es ESP,"MF,DF",Getafe,es La Liga,31,14,9,699,7.8,0,1,1,0.1,0.1,0.7,4,0,0.0,0.0,,-0.1,71.7,7,14,2,19,13,2,12,291,148,52.2,26
Maxime Bernauer,fr FRA,DF,Saint-Étienne,fr Ligue 1,26,11,9,763,8.5,0,0,0,0.1,0.1,0.0,2,0,0.0,0.0,,-0.1,88.1,1,41,7,9,9,5,44,541,327,66.7,37
Antoine Bernede,fr FRA,MF,Hellas Verona,it Serie A,25,14,7,594,6.6,1,0,1,0.8,0.8,0.5,4,2,50.0,0.25,0.5,0.2,73.6,10,29,7,15,8,5,3,297,156,50.0,38
Alexander Bernhardsson,se SWE,"FW,MF",Holstein Kiel,de Bundesliga,25,19,15,1263,14.0,7,2,9,4.1,4.1,1.3,27,14,51.9,0.26,0.5,2.9,60.5,17,33,25,29,15,5,25,520,264,41.5,45
Victor Bernth Kristiansen,dk DEN,DF,Leicester City,eng Premier League,21,30,29,2482,27.6,0,1,1,0.3,0.3,1.4,3,0,0.0,0.0,,-0.3,77.4,18,70,40,87,51,42,75,1614,816,44.4,99
Matúš Bero,sk SVK,MF,Bochum,de Bundesliga,28,30,29,2565,28.5,5,2,7,4.0,3.0,3.7,31,12,38.7,0.16,0.42,1.0,67.9,54,143,29,65,35,17,35,1619,736,34.5,164
Juan Berrocal,es ESP,DF,Getafe,es La Liga,25,19,11,1063,11.8,0,0,0,0.4,0.4,0.0,4,0,0.0,0.0,,-0.4,76.1,1,25,1,14,7,15,59,498,196,,35
Jan-Niklas Beste,de GER,"FW,MF",Freiburg,de Bundesliga,25,12,0,212,2.4,0,1,1,0.9,0.9,0.4,6,2,33.3,0.0,0.0,-0.9,74.5,3,8,5,2,1,1,7,136,73,25.0,16
Beto,gw GNB,FW,Everton,eng Premier League,26,30,15,1534,17.0,8,0,8,8.2,8.2,1.2,49,23,46.9,0.16,0.35,-0.2,58.2,12,16,15,14,6,4,24,520,267,50.0,40
Sam Beukema,nl NED,DF,Bologna,it Serie A,25,35,33,3012,33.5,0,1,1,1.5,1.5,0.9,15,4,26.7,0.0,0.0,-1.5,86.4,10,153,27,54,29,30,111,2419,1519,50.0,135
Alessandro Bianco,it ITA,MF,Monza,it Serie A,21,34,29,2600,28.9,1,0,1,1.3,1.3,1.2,26,6,23.1,0.04,0.17,-0.3,86.2,18,125,35,51,28,22,53,1818,1186,41.5,122
Alessandro Bianco,it ITA,MF,Fiorentina,it Serie A,21,1,0,18,0.2,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,75.0,0,0,0,0,0,0,0,14,8,,3
Mika Biereth,dk DEN,FW,Monaco,fr Ligue 1,21,16,16,1228,13.6,13,2,15,11.3,9.7,4.5,40,22,55.0,0.3,0.55,1.7,61.8,22,24,14,5,5,4,7,382,212,9.1,23
Jaka Bijol,si SVN,DF,Udinese,it Serie A,25,34,34,2963,32.9,1,0,1,2.0,2.0,0.6,19,6,31.6,0.05,0.17,-1.0,83.6,12,98,22,43,25,38,182,2083,1211,66.7,101
