Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,xG,npxG,xAG,Sh,SoT,SoT%,G/Sh,G/SoT,G-xG,Cmp%,KP,PrgP,PrgC,Tkl,TklW,Int,Clr,Touches,Carries,Succ%,Recov
Daniel Oyegoke,eng ENG,DF,Hellas Verona,it Serie A,21,5,0,103,1.1,0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,,0.0,69.6,0,2,2,2,2,1,7,65,32,66.7,5
Salih Özcan,tr TUR,MF,Wolfsburg,de Bundesliga,26,11,3,353,3.9,0,0,0,0.1,0.1,0.8,2,0,0.0,0.0,,-0.1,75.9,5,22,6,2,2,7,5,252,128,66.7,27
Salih Özcan,tr TUR,MF,Dortmund,de Bundesliga,26,11,3,391,4.3,0,0,0,0.3,0.3,0.4,4,0,0.0,0.0,,-0.3,77.6,5,31,4,11,7,11,10,307,127,100.0,33
Cenk Özkacar,tr TUR,DF,Valladolid,es La Liga,23,11,8,757,8.4,0,0,0,0.1,0.1,0.0,2,0,0.0,0.0,,-0.1,84.4,1,15,2,9,5,18,69,507,244,,30
Nico O’Reilly,eng ENG,DF,Manchester City,eng Premier League,19,9,6,528,5.9,2,0,2,1.3,1.3,0.4,8,3,37.5,0.25,0.67,0.7,86.4,4,17,16,9,4,4,12,419,249,60.0,31
Jon Pacheco,es ESP,DF,Real Sociedad,es La Liga,23,14,9,854,9.5,0,0,0,0.1,0.1,0.1,1,0,0.0,0.0,,-0.1,83.2,1,27,12,15,9,9,49,585,313,50.0,35
Willian Pacho,ec ECU,DF,Paris S-G,fr Ligue 1,22,28,23,2132,23.7,0,1,1,0.3,0.3,0.3,4,1,25.0,0.0,0.0,-0.3,94.8,3,53,3,56,32,40,91,2223,1399,28.6,119
Simone Pafundi,it ITA,"MF,DF",Udinese,it Serie A,18,9,0,116,1.3,0,0,0,0.1,0.1,0.7,2,1,50.0,0.0,0.0,-0.1,74.0,3,0,3,3,3,0,1,95,56,14.3,3
Exequiel Palacios,ar ARG,MF,Leverkusen,de Bundesliga,25,24,11,1155,12.8,1,6,7,1.5,1.5,2.3,13,8,61.5,0.08,0.13,-0.5,90.1,28,97,15,22,15,13,15,1144,660,66.7,76
Tomás Palacios,ar ARG,DF,Monza,it Serie A,21,8,5,446,5.0,0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,,0.0,88.7,0,21,3,11,5,8,17,417,293,88.9,29
Tomás Palacios,ar ARG,DF,Inter,it Serie A,21,2,0,11,0.1,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,100.0,0,3,0,0,0,1,0,15,14,,2
Isaac Palazón Camacho,es ESP,"MF,FW",Rayo Vallecano,es La Liga,29,35,25,2162,24.0,4,4,8,4.7,4.7,4.4,61,18,29.5,0.07,0.22,-0.7,77.1,48,117,30,22,17,8,13,1285,716,37.9,102
Marco Palestra,it ITA,DF,Atalanta,it Serie A,19,9,2,222,2.5,0,0,0,0.0,0.0,0.2,0,0,,,,0.0,78.0,3,6,13,6,4,2,4,137,89,33.3,7
João Palhinha,pt POR,MF,Bayern Munich,de Bundesliga,29,17,6,673,7.5,0,0,0,0.7,0.7,0.2,10,3,30.0,0.0,0.0,-0.7,92.4,4,32,3,20,14,4,9,631,330,50.0,17
Nicolas Pallois,fr FRA,DF,Nantes,fr Ligue 1,36,26,23,2017,22.4,0,2,2,0.4,0.4,0.4,3,1,33.3,0.0,0.0,-0.4,83.6,3,52,6,61,27,28,164,1192,570,42.9,96
Matteo Palma,de GER,DF,Udinese,it Serie A,16,1,0,5,0.1,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,71.4,0,1,0,0,0,0,1,9,5,,1
Cole Palmer,eng ENG,"MF,FW",Chelsea,eng Premier League,22,37,36,3191,35.5,15,8,23,17.3,13.3,10.9,121,44,36.4,0.09,0.25,-2.3,77.0,87,214,120,34,20,11,20,1851,1173,45.1,106
Emerson Palmieri,it ITA,DF,West Ham,eng Premier League,29,31,26,2113,23.5,2,1,3,2.0,2.0,1.5,16,7,43.8,0.13,0.29,0.0,79.9,16,66,47,60,31,21,59,1325,555,33.3,84
Mats Pannewig,de GER,MF,Bochum,de Bundesliga,19,14,2,267,3.0,0,0,0,0.8,0.8,0.1,9,3,33.3,0.0,0.0,-0.8,75.2,1,10,3,10,6,2,8,182,97,33.3,24
Lucas Paquetá,br BRA,"MF,FW",West Ham,eng Premier League,26,33,27,2380,26.4,4,0,4,5.3,3.7,3.1,39,3,7.7,0.05,0.67,-1.3,77.3,36,155,26,66,37,18,37,1796,921,44.7,149
Aitor Paredes,es ESP,DF,Athletic Club,es La Liga,24,23,21,1812,20.1,3,0,3,2.3,2.3,0.1,6,3,50.0,0.5,1.0,0.7,83.3,2,46,4,15,13,22,114,1154,596,0.0,62
Kevin Paredes,us USA,DF,Wolfsburg,de Bundesliga,21,2,2,123,1.4,0,1,1,0.4,0.4,0.1,4,0,0.0,0.0,,-0.4,78.7,2,7,1,3,1,1,0,64,39,0.0,7
Leandro Paredes,ar ARG,MF,Roma,it Serie A,30,22,15,1373,15.3,3,1,4,2.3,0.7,1.5,24,7,29.2,0.04,0.14,0.7,88.0,21,106,17,26,14,19,33,1381,826,100.0,83
Daniel Parejo,es ESP,MF,Villarreal,es La Liga,35,36,26,2273,25.3,3,3,6,2.5,0.8,1.8,12,2,16.7,0.17,1.0,0.5,87.5,23,176,19,52,40,24,40,1732,898,66.7,142
Iago Parente,es ESP,DF,Valladolid,es La Liga,18,1,1,71,0.8,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,73.0,1,4,0,0,0,0,2,40,32,,1
Fabiano Parisi,it ITA,"DF,MF",Fiorentina,it Serie A,23,25,11,1049,11.7,2,0,2,0.5,0.5,0.8,8,4,50.0,0.25,0.5,1.5,80.5,4,40,25,27,17,17,17,607,341,38.5,64
Thomas Partey,gh GHA,"MF,DF",Arsenal,eng Premier League,31,35,31,2797,31.1,4,2,6,2.3,2.3,2.1,26,9,34.6,0.15,0.44,1.7,87.4,20,185,36,89,53,35,49,2193,1256,68.6,138
Mario Pašalić,hr CRO,MF,Atalanta,it Serie A,29,34,23,1967,21.9,3,4,7,6.6,5.8,3.3,45,11,24.4,0.07,0.27,-3.6,87.3,32,149,44,26,16,12,28,1580,1048,27.8,112
Álvaro Pascual,es ESP,FW,Sevilla,es La Liga,22,8,4,408,4.5,1,0,1,1.1,1.1,0.0,11,4,36.4,0.09,0.25,-0.1,64.9,2,3,4,5,3,2,9,132,67,50.0,12
Felix Passlack,de GER,"DF,MF",Bochum,de Bundesliga,26,31,30,2334,25.9,1,6,7,1.3,1.3,3.9,26,6,23.1,0.04,0.17,-0.3,66.2,25,65,43,53,23,18,63,1290,588,38.7,114
Patric,es ESP,DF,Lazio,it Serie A,31,10,5,607,6.7,1,0,1,1.1,1.1,0.0,2,1,50.0,0.5,1.0,-0.1,88.3,1,30,4,9,6,3,22,449,276,,29
Nathan Patterson,sct SCO,DF,Everton,eng Premier League,22,10,3,347,3.9,0,1,1,0.1,0.1,0.4,1,0,0.0,0.0,,-0.1,73.9,4,13,6,11,6,2,7,215,95,75.0,12
Benjamin Pavard,fr FRA,DF,Inter,it Serie A,28,23,18,1584,17.6,0,1,1,0.5,0.5,0.8,8,1,12.5,0.0,0.0,-0.5,91.3,8,92,13,29,16,16,52,1291,855,0.0,46
Aleksandar Pavlovic,de GER,MF,Bayern Munich,de Bundesliga,20,21,18,1451,16.1,1,0,1,0.6,0.6,0.2,9,4,44.4,0.11,0.25,0.4,93.3,7,128,15,38,21,5,14,1648,1035,100.0,72
Strahinja Pavlović,rs SRB,DF,Milan,it Serie A,23,24,21,1864,20.7,2,1,3,1.8,1.8,1.1,17,8,47.1,0.12,0.25,0.2,88.2,6,94,40,52,31,16,82,1589,1036,33.3,67
Leonardo Pavoletti,it ITA,"FW,MF",Cagliari,it Serie A,35,26,1,445,4.9,2,0,2,2.7,2.7,1.0,18,7,38.9,0.11,0.29,-0.7,58.2,9,17,1,1,0,0,3,225,86,0.0,9
Martín Payero,ar ARG,MF,Udinese,it Serie A,25,25,16,1381,15.3,1,1,2,1.2,1.2,1.3,31,5,16.1,0.03,0.2,-0.2,77.8,15,51,33,24,16,13,13,649,368,42.9,75
Nicolas Pays,fr FRA,"FW,MF",Montpellier,fr Ligue 1,20,9,4,447,5.0,0,0,0,1.3,1.3,0.1,11,1,9.1,0.0,0.0,-1.3,77.7,3,14,21,13,6,4,2,247,170,38.5,20
Nicolás Paz,ar ARG,"MF,FW",Como,it Serie A,19,35,30,2687,29.9,6,8,14,9.3,8.5,6.0,109,37,33.9,0.06,0.16,-3.3,80.6,54,163,77,51,33,21,16,1683,1093,51.1,118
Mads Pedersen,dk DEN,DF,Augsburg,de Bundesliga,27,7,2,235,2.6,0,0,0,0.1,0.1,0.0,2,0,0.0,0.0,,-0.1,77.8,0,11,1,8,7,2,6,123,53,25.0,11
Marcus Pedersen,no NOR,DF,Torino,it Serie A,24,29,15,1362,15.1,0,0,0,0.6,0.6,0.4,8,3,37.5,0.0,0.0,-0.6,72.9,7,19,44,13,8,13,34,655,365,28.0,43
Alfonso Pedraza,es ESP,"DF,MF",Villarreal,es La Liga,28,12,4,460,5.1,0,2,2,0.5,0.5,1.4,5,2,40.0,0.0,0.0,-0.5,73.7,9,9,21,3,2,6,16,274,155,47.4,18
Pedri,es ESP,MF,Barcelona,es La Liga,21,37,35,2879,32.0,4,5,9,2.2,2.2,7.4,25,11,44.0,0.16,0.36,1.8,87.4,70,360,92,61,34,26,21,3060,2012,65.6,254
Pedro,es ESP,"FW,MF",Lazio,it Serie A,37,30,6,1102,12.2,10,1,11,5.3,3.8,1.7,37,16,43.2,0.22,0.5,4.7,79.8,22,76,48,19,14,3,3,722,435,50.0,59
Kévin Pedro,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,1,0,10,0.1,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,54.5,0,0,2,3,0,2,1,17,8,100.0,2
Adrià Pedrosa,es ESP,DF,Sevilla,es La Liga,26,31,27,2298,25.5,1,1,2,0.9,0.9,1.6,24,7,29.2,0.04,0.14,0.1,74.1,20,79,41,56,32,24,85,1526,617,45.9,100
Jordan Pefok,us USA,FW,Reims,fr Ligue 1,28,7,6,380,4.2,1,0,1,0.9,0.9,0.7,11,2,18.2,0.09,0.5,0.1,78.0,3,4,3,3,2,2,5,90,52,50.0,7
Jordan Pefok,us USA,FW,Union Berlin,de Bundesliga,28,18,10,908,10.1,0,1,1,3.2,3.2,0.9,23,7,30.4,0.0,0.0,-3.2,69.1,14,12,3,11,6,4,18,326,158,53.8,31
Pejiño,es ESP,FW,Las Palmas,es La Liga,28,1,0,16,0.2,0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,,0.0,85.7,0,1,1,1,1,0,0,9,9,,2
Pietro Pellegri,it ITA,FW,Empoli,it Serie A,23,11,5,414,4.6,3,0,3,0.3,0.3,0.6,8,4,50.0,0.38,0.75,2.7,69.4,7,8,12,7,2,0,3,128,80,35.7,15
Lorenzo Pellegrini,it ITA,MF,Roma,it Serie A,28,25,20,1626,18.1,2,1,3,4.7,3.9,2.5,41,13,31.7,0.02,0.08,-2.7,79.5,27,61,27,24,16,6,22,825,463,40.7,61
Luca Pellegrini,it ITA,DF,Lazio,it Serie A,25,22,10,1067,11.9,0,4,4,0.7,0.7,1.8,13,4,30.8,0.0,0.0,-0.7,75.5,20,72,21,23,11,19,32,851,420,39.3,41
Mateo Pellegrino,ar ARG,FW,Parma,it Serie A,23,13,8,737,8.2,3,1,4,3.3,3.3,0.7,22,9,40.9,0.14,0.33,-0.3,54.3,5,15,6,3,2,1,6,263,164,33.3,20
Théo Pellenard,fr FRA,DF,Auxerre,fr Ligue 1,30,2,0,45,0.5,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,75.0,0,1,1,3,2,0,3,28,7,,0
Andy Pelmard,fr FRA,DF,Lecce,it Serie A,24,3,1,129,1.4,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,79.4,0,1,1,6,6,0,5,48,19,100.0,4
Andy Pelmard,fr FRA,DF,Las Palmas,es La Liga,24,4,2,205,2.3,0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,,0.0,85.2,1,13,1,5,0,2,20,152,71,50.0,4
Timothee Pembele,fr FRA,DF,Le Havre,fr Ligue 1,21,20,12,1113,12.4,1,0,1,1.3,1.3,0.1,8,3,37.5,0.13,0.33,-0.3,81.5,3,43,27,30,22,11,42,680,368,51.7,46
Faris Pemi Moumbagna,cm CMR,FW,Marseille,fr Ligue 1,24,1,0,8,0.1,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,,0,0,0,0,0,0,0,0,1,,0
Rubén Peña,es ESP,"FW,DF",Osasuna,es La Liga,33,25,7,775,8.6,0,0,0,0.7,0.7,0.6,10,3,30.0,0.0,0.0,-0.7,59.2,13,27,18,12,5,6,12,418,219,37.0,33
Nicolas Pépé,ci CIV,"FW,MF",Villarreal,es La Liga,29,28,15,1500,16.7,3,6,9,3.8,3.8,4.8,38,17,44.7,0.08,0.18,-0.8,79.1,33,60,76,22,9,5,12,842,518,42.2,53
Peque,es ESP,"MF,FW",Sevilla,es La Liga,21,26,14,1134,12.6,1,1,2,2.5,2.5,1.2,19,4,21.1,0.05,0.25,-1.5,79.9,12,35,14,16,5,8,5,485,266,42.3,41
Sergiu Perciun,md MDA,"FW,MF",Torino,it Serie A,18,5,0,152,1.7,0,0,0,0.0,0.0,0.1,2,1,50.0,0.0,0.0,0.0,65.4,2,4,2,2,2,1,2,72,48,40.0,10
Óscar Perea,co COL,"MF,DF",Strasbourg,fr Ligue 1,18,2,0,14,0.2,0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,,0.0,100.0,0,2,1,0,0,0,0,13,8,100.0,1
Andreas Pereira,br BRA,MF,Fulham,eng Premier League,28,33,25,2013,22.4,2,4,6,3.8,3.0,4.6,38,8,21.1,0.05,0.25,-1.8,69.1,57,104,29,24,13,8,17,1148,578,46.7,100
Mathias Pereira Lage,pt POR,"FW,MF",Brest,fr Ligue 1,27,29,18,1571,17.5,2,7,9,3.3,3.3,3.5,36,15,41.7,0.06,0.13,-1.3,62.9,22,41,32,37,24,20,20,714,317,35.7,77
Pedro Pereira,pt POR,DF,Monza,it Serie A,26,35,32,2665,29.6,1,3,4,1.2,1.2,1.6,13,6,46.2,0.08,0.17,-0.2,80.7,14,66,52,53,32,21,85,1409,798,56.0,88
Ricardo Pereira,pt POR,DF,Leicester City,eng Premier League,30,10,4,388,4.3,0,0,0,0.1,0.1,0.0,2,1,50.0,0.0,0.0,-0.1,83.5,0,18,3,13,8,4,11,296,151,66.7,19
Gastón Pereiro,uy URU,MF,Genoa,it Serie A,29,2,0,31,0.3,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,73.3,0,2,0,1,0,0,1,17,7,,0
Ayoze Pérez,es ESP,FW,Villarreal,es La Liga,31,30,22,1970,21.9,19,2,21,12.7,12.7,3.0,75,31,41.3,0.25,0.61,6.3,75.8,32,73,59,27,14,8,15,705,429,43.6,56
Carles Pérez,es ESP,"MF,FW",Getafe,es La Liga,26,27,15,1431,15.9,3,0,3,2.4,2.4,1.5,34,9,26.5,0.09,0.33,0.6,67.3,17,20,31,33,23,6,22,551,298,42.0,50
Francisco Perez,es ESP,"FW,MF",Valencia,es La Liga,21,26,4,570,6.3,0,0,0,0.3,0.3,2.6,6,1,16.7,0.0,0.0,-0.3,73.5,7,13,24,17,12,3,6,327,198,36.4,27
Kike Pérez,es ESP,MF,Venezia,it Serie A,27,16,13,1114,12.4,1,0,1,0.9,0.9,1.2,13,7,53.8,0.08,0.14,0.1,74.8,16,60,18,41,25,10,15,793,443,46.4,71
Kike Pérez,es ESP,MF,Valladolid,es La Liga,27,19,14,1191,13.2,2,0,2,2.1,2.1,1.0,20,4,20.0,0.1,0.5,-0.1,78.0,17,67,19,37,26,7,18,723,344,36.4,60
Luis Pérez,es ESP,DF,Valladolid,es La Liga,29,30,28,2558,28.4,0,0,0,0.2,0.2,2.1,5,2,40.0,0.0,0.0,-0.2,75.7,27,89,41,41,30,29,86,1444,585,57.1,77
Nehuén Pérez,ar ARG,DF,Udinese,it Serie A,24,2,2,180,2.0,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,81.7,0,4,2,1,1,1,7,74,28,100.0,6
Romain Perraud,fr FRA,DF,Betis,es La Liga,26,28,22,2002,22.2,2,2,4,0.6,0.6,1.6,20,5,25.0,0.1,0.4,1.4,79.6,16,62,51,36,22,22,71,1419,766,31.4,95
Gaëtan Perrin,fr FRA,"MF,FW",Auxerre,fr Ligue 1,28,34,31,2691,29.9,10,11,21,6.1,6.1,7.8,59,26,44.1,0.17,0.38,3.9,70.6,73,142,83,49,26,12,4,1327,798,47.2,124
Máximo Perrone,ar ARG,MF,Como,it Serie A,21,26,20,1857,20.6,0,3,3,0.9,0.9,2.2,10,2,20.0,0.0,0.0,-0.9,90.4,30,98,16,38,27,20,43,1502,934,37.5,96
Noah Pesch,hr CRO,FW,Gladbach,de Bundesliga,19,1,0,6,0.1,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,50.0,0,1,0,1,0,0,0,5,2,,1
Matteo Pessina,it ITA,MF,Monza,it Serie A,27,11,10,854,9.5,0,0,0,0.2,0.2,0.1,3,0,0.0,0.0,,-0.2,86.5,4,28,8,15,4,12,7,559,333,50.0,58
Andrea Petagna,it ITA,FW,Monza,it Serie A,29,13,2,335,3.7,0,0,0,0.2,0.2,0.0,4,0,0.0,0.0,,-0.2,64.3,1,1,2,2,1,1,2,100,66,50.0,7
Prosper Peter,ng NGA,"MF,FW",Angers,fr Ligue 1,16,2,0,27,0.3,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,50.0,0,0,0,2,1,0,0,4,2,0.0,1
Léo Pétrot,fr FRA,DF,Saint-Étienne,fr Ligue 1,27,31,29,2634,29.3,0,3,3,0.6,0.6,1.6,7,3,42.9,0.0,0.0,-0.6,80.4,16,93,28,62,39,42,103,1708,766,50.0,115
Giuseppe Pezzella,it ITA,"DF,FW",Empoli,it Serie A,26,35,34,2878,32.0,0,3,3,0.6,0.6,4.6,15,3,20.0,0.0,0.0,-0.6,66.5,36,80,77,55,31,15,110,1579,673,33.3,88
Valentín Pezzolesi,es ESP,DF,Las Palmas,es La Liga,17,1,0,6,0.1,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,40.0,0,0,0,0,0,0,1,6,2,,1
Maximilian Philipp,de GER,"MF,FW",Freiburg,de Bundesliga,30,2,0,17,0.2,0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,,0.0,42.9,0,0,0,0,0,0,0,9,3,,0
Kalvin Phillips,eng ENG,MF,Ipswich Town,eng Premier League,28,19,14,1237,13.7,0,0,0,0.4,0.4,0.2,11,2,18.2,0.0,0.0,-0.4,79.1,5,51,4,35,19,19,37,739,310,41.7,68
Jaden Philogene Bidace,eng ENG,"FW,MF",Aston Villa,eng Premier League,22,11,2,332,3.7,0,0,0,0.5,0.5,0.3,7,0,0.0,0.0,,-0.5,73.3,1,4,7,11,5,3,2,145,75,26.7,21
Jaden Philogene Bidace,eng ENG,"FW,DF",Ipswich Town,eng Premier League,22,10,5,474,5.3,2,0,2,2.0,2.0,0.2,12,5,41.7,0.17,0.4,0.0,72.5,5,10,13,14,7,10,9,220,127,27.8,23
Pica,es ESP,DF,Alavés,es La Liga,22,9,5,499,5.5,0,0,0,0.3,0.3,0.0,4,1,25.0,0.0,0.0,-0.3,77.1,1,15,3,9,7,9,26,263,124,100.0,13
Roberto Piccoli,it ITA,FW,Cagliari,it Serie A,23,37,37,3127,34.7,10,1,11,12.7,12.0,0.9,97,28,28.9,0.09,0.32,-2.7,66.3,13,37,30,13,9,3,31,919,511,22.2,54
Benedikt Pichler,at AUT,FW,Holstein Kiel,de Bundesliga,27,18,7,785,8.7,1,2,3,2.3,2.3,1.1,20,9,45.0,0.05,0.11,-1.3,63.2,12,19,18,5,2,2,11,310,152,44.4,15
Amos Pieper,de GER,DF,Werder Bremen,de Bundesliga,26,23,16,1498,16.6,0,0,0,0.4,0.4,0.6,7,1,14.3,0.0,0.0,-0.4,84.8,4,62,11,32,17,24,98,1136,570,66.7,56
Marvin Pieringer,de GER,"FW,MF",Heidenheim,de Bundesliga,24,31,26,2206,24.5,7,4,11,8.9,6.6,4.0,57,17,29.8,0.07,0.24,-1.9,65.8,30,59,23,23,13,8,32,849,467,45.7,63
Nicholas Pierini,it ITA,MF,Venezia,it Serie A,25,2,0,83,0.9,0,0,0,0.0,0.0,0.1,1,0,0.0,0.0,,0.0,75.0,2,2,1,0,0,0,0,28,16,0.0,2
Santiago Pierotti,ar ARG,FW,Lecce,it Serie A,23,36,22,1937,21.5,4,2,6,3.1,3.1,2.4,32,7,21.9,0.13,0.57,0.9,71.3,25,38,43,46,24,14,32,730,353,44.9,111
Balthazar Pierret,fr FRA,MF,Lecce,it Serie A,24,30,21,1723,19.1,0,0,0,0.2,0.2,0.4,6,0,0.0,0.0,,-0.2,83.6,10,82,13,51,31,19,31,1020,512,54.2,93
Andrea Pinamonti,it ITA,FW,Genoa,it Serie A,25,36,33,2850,31.7,10,1,11,7.7,7.0,1.7,78,29,37.2,0.13,0.34,2.3,62.8,15,46,20,10,6,1,28,952,491,47.8,53
Ethan Pinnock,jm JAM,DF,Brentford,eng Premier League,31,22,21,1913,21.3,2,0,2,1.1,1.1,1.2,10,6,60.0,0.2,0.33,0.9,85.6,8,41,3,35,19,24,142,1348,633,33.3,50
Yeremi Pino,es ESP,"MF,FW",Villarreal,es La Liga,21,34,25,1934,21.5,4,7,11,3.9,3.9,5.3,29,8,27.6,0.14,0.5,0.1,73.9,37,66,42,60,32,8,18,986,565,43.1,93
Nicola Pintus,it ITA,DF,Cagliari,it Serie A,19,1,0,4,0.0,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,100.0,0,0,0,0,0,0,2,3,1,,0
Niccolò Pisilli,it ITA,MF,Roma,it Serie A,19,28,11,1227,13.6,2,1,3,2.7,2.7,0.7,27,7,25.9,0.07,0.29,-0.7,83.5,10,63,22,24,11,11,16,718,389,35.7,58
Damián Pizarro,cl CHI,"FW,MF",Udinese,it Serie A,19,2,0,16,0.2,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,66.7,0,0,0,0,0,0,0,3,0,,0
Alassane Pléa,fr FRA,"MF,FW",Gladbach,de Bundesliga,31,30,24,1902,21.1,11,4,15,7.4,6.6,3.1,41,12,29.3,0.24,0.83,3.6,72.1,25,116,51,7,3,2,7,979,601,39.5,66
Tommaso Pobega,it ITA,MF,Bologna,it Serie A,25,21,13,1178,13.1,2,2,4,2.1,2.0,1.4,24,8,33.3,0.08,0.25,-0.1,82.1,12,42,12,33,19,14,16,608,293,37.5,45
Daniel Podence,pt POR,"MF,FW",Wolves,eng Premier League,28,2,0,48,0.5,0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,,0.0,68.8,0,2,1,0,0,0,0,20,13,100.0,1
Joel Pohjanpalo,fi FIN,FW,Venezia,it Serie A,29,20,19,1603,17.8,6,0,6,7.5,4.3,1.7,34,13,38.2,0.09,0.23,-1.5,60.3,15,29,9,3,3,4,24,491,249,30.0,20
Matteo Politano,it ITA,"FW,MF",Napoli,it Serie A,30,37,34,2804,31.2,3,4,7,3.1,3.1,4.8,56,14,25.0,0.05,0.21,-0.1,69.2,56,129,135,29,15,13,50,1561,920,40.0,95
Alfie Pond,eng ENG,DF,Wolves,eng Premier League,20,1,0,1,0.0,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,100.0,0,0,0,0,0,0,0,1,1,,0
Marin Pongračić,hr CRO,DF,Fiorentina,it Serie A,26,19,14,1292,14.4,0,0,0,0.2,0.2,0.2,2,1,50.0,0.0,0.0,-0.2,89.2,5,34,7,18,13,12,69,922,560,64.3,73
Finn Porath,de GER,"DF,MF",Holstein Kiel,de Bundesliga,27,31,20,1970,21.9,2,3,5,1.9,1.8,2.0,29,12,41.4,0.07,0.17,0.1,66.9,22,58,42,45,26,21,67,999,418,44.4,79
Pedro Porro,es ESP,DF,Tottenham,eng Premier League,24,33,28,2610,29.0,2,6,8,1.6,1.6,5.0,39,8,20.5,0.05,0.25,0.4,73.2,57,154,65,66,49,36,84,2237,1187,35.0,152
Portu,es ESP,"FW,MF",Girona,es La Liga,32,27,6,779,8.7,1,2,3,1.6,1.6,1.7,8,3,37.5,0.13,0.33,-0.6,71.3,14,16,20,13,7,0,2,301,168,40.0,24
Stefan Posch,at AUT,DF,Bologna,it Serie A,27,14,7,714,7.9,0,0,0,0.3,0.3,0.7,2,0,0.0,0.0,,-0.3,78.4,10,36,11,26,15,5,22,602,295,27.3,43
Stefan Posch,at AUT,DF,Atalanta,it Serie A,27,5,4,387,4.3,0,0,0,0.2,0.2,0.0,3,2,66.7,0.0,0.0,-0.2,83.7,0,23,5,18,11,4,13,299,202,50.0,22
Tom Pouilly,fr FRA,"DF,MF",Lens,fr Ligue 1,21,10,2,273,3.0,0,0,0,0.4,0.4,0.4,5,2,40.0,0.0,0.0,-0.4,78.4,3,11,12,9,6,4,11,257,152,66.7,16
Yussuf Poulsen,dk DEN,"FW,MF",RB Leipzig,de Bundesliga,30,22,2,378,4.2,2,0,2,3.3,3.3,0.6,15,8,53.3,0.13,0.25,-1.3,59.6,7,12,2,10,5,0,14,221,89,16.7,16
Beñat Prados,es ESP,MF,Athletic Club,es La Liga,23,30,21,1715,19.1,1,0,1,1.0,1.0,1.1,16,5,31.3,0.06,0.2,0.0,82.0,11,78,20,55,36,28,26,991,480,50.0,91
Alexander Prass,at AUT,DF,Hoffenheim,de Bundesliga,23,23,19,1566,17.4,0,1,1,0.9,0.9,2.8,12,1,8.3,0.0,0.0,-0.9,72.7,18,63,28,42,23,9,53,1199,605,47.6,92
Matteo Prati,it ITA,MF,Cagliari,it Serie A,20,12,8,570,6.3,0,0,0,0.1,0.1,0.7,4,0,0.0,0.0,,-0.1,72.0,6,23,2,10,4,7,10,313,155,27.3,24
Abdón Prats,es ESP,"FW,MF",Mallorca,es La Liga,31,24,3,456,5.1,2,0,2,2.2,1.5,0.1,13,4,30.8,0.08,0.25,-0.2,66.7,3,7,0,2,1,1,5,146,77,33.3,13
David Preu,de GER,"MF,DF",Union Berlin,de Bundesliga,19,5,1,121,1.3,0,0,0,0.1,0.1,0.0,2,0,0.0,0.0,,-0.1,54.1,0,3,1,1,1,0,2,63,31,28.6,4
Grischa Prömel,de GER,MF,Hoffenheim,de Bundesliga,29,2,2,174,1.9,0,0,0,0.0,0.0,0.0,0,0,,,,0.0,84.2,0,5,2,0,0,2,4,106,70,0.0,7
Ivan Prtajin,hr CRO,FW,Union Berlin,de Bundesliga,28,5,2,161,1.8,0,0,0,0.5,0.5,0.1,8,2,25.0,0.0,0.0,-0.5,37.5,1,1,1,3,2,0,3,78,38,100.0,4
Javi Puado,es ESP,"FW,MF",Espanyol,es La Liga,26,35,35,2974,33.0,12,4,16,11.6,7.7,3.0,66,19,28.8,0.11,0.37,0.4,76.8,22,75,73,22,17,5,19,985,623,34.4,105
Tymoteusz Puchacz,pl POL,DF,Holstein Kiel,de Bundesliga,25,10,5,396,4.4,0,1,1,0.1,0.1,0.6,4,1,25.0,0.0,0.0,-0.1,70.3,8,8,13,9,4,3,11,247,109,47.4,32
Diego Pugno,it ITA,FW,Juventus,it Serie A,18,1,0,7,0.1,0,0,0,0.0,0.0,0.1,0,0,,,,0.0,100.0,1,0,0,0,0,0,0,4,2,0.0,1
